Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,L,M,temp_diff,TorqueSpeed,Torque_per_rpm,Air temperature [K]_zscore_abs,Process temperature [K]_zscore_abs,Rotational speed [rpm]_zscore_abs,Torque [Nm]_zscore_abs,Tool wear [min]_zscore_abs,Tool_wear_bin,TempDiff_x_ToolWear,anomaly_score,anomaly_flag
H,300.7,310.8,1346,52.0,193,0,0,0,0,0,0,False,False,10.100000000000023,69992.0,0.03863298662704309,0.3474900549559421,0.5354328215947362,1.0752548853636945,1.205052649564952,1.3361109133102982,high,1949.3000000000043,0.14362700506440385,0
L,300.7,310.7,1314,42.4,198,0,0,0,0,0,0,True,False,10.0,55713.6,0.032267884322678846,0.3474900549559421,0.46803530616313,1.2537425523080834,0.24206099331135403,1.4146603914529159,high,1980.0,0.14248693135075596,0
L,300.6,310.7,1440,52.5,200,0,0,0,0,0,0,True,False,10.099999999999966,75600.0,0.036458333333333336,0.29749652121749415,0.46803530616313,0.550947363714552,1.255208464994827,1.446080182709963,high,2019.9999999999932,0.13646440736294424,0
L,300.7,310.8,1608,39.5,202,0,0,0,0,0,0,True,False,10.100000000000023,63516.0,0.024564676616915422,0.3474900549559421,0.5354328215947362,0.38611288774348995,0.048842736181920234,1.47749997396701,high,2040.2000000000046,0.16856351554063786,0
H,300.7,310.8,1296,58.2,204,0,0,0,0,0,0,False,False,10.100000000000023,75427.2,0.04490740740740741,0.3474900549559421,0.5354328215947362,1.3541418649643022,1.826984760895401,1.5089197652240571,high,2060.4000000000046,0.08321383599392507,0
L,300.7,310.7,1507,46.1,209,0,0,0,0,0,0,True,False,10.0,69472.7,0.030590577305905774,0.3474900549559421,0.46803530616313,0.17723881104973765,0.6132140274924285,1.5874692433666748,high,2090.0,0.1784241552324034,0
M,300.7,310.7,1343,51.6,211,0,0,0,0,0,0,False,True,10.0,69298.8,0.03842144452717796,0.3474900549559421,0.46803530616313,1.091988104139731,1.1649279972210524,1.618889034623722,high,2110.0,0.14269418574355552,0
L,300.7,310.7,1416,40.4,214,0,0,0,0,0,0,True,False,10.0,57206.4,0.028531073446327684,0.3474900549559421,0.46803530616313,0.6848131139228437,0.04143773159185444,1.6660187215092925,high,2140.0,0.17547614421526092,0
L,300.7,310.6,1288,47.2,216,0,0,0,0,0,0,True,False,9.900000000000034,60793.600000000006,0.03664596273291926,0.3474900549559421,0.40063779073156214,1.3987637817003995,0.7235568214381535,1.6974385127663396,high,2138.4000000000074,0.13513594097623782,0
M,300.7,310.6,1407,42.4,218,0,0,0,0,0,0,False,True,9.900000000000034,59656.799999999996,0.03013503909026297,0.3474900549559421,0.40063779073156214,0.7350127702509531,0.24206099331135403,1.7288583040233867,high,2158.2000000000075,0.17561658026745214,0
L,300.6,310.4,1608,39.2,221,0,0,0,0,0,0,True,False,9.799999999999955,63033.600000000006,0.02437810945273632,0.29749652121749415,0.2658427598683498,0.38611288774348995,0.07893622543984488,1.7759879909089573,high,2165.79999999999,0.16536163565054351,0
L,300.6,310.3,1920,22.3,223,0,0,0,0,0,0,True,False,9.699999999999989,42816.0,0.011614583333333334,0.29749652121749415,0.19844524443678194,2.1263676404512823,1.7742027869696166,1.8074077821660044,high,2163.0999999999976,0.08427582666988831,0
M,300.5,310.2,1386,48.2,225,0,0,0,0,0,0,False,True,9.699999999999989,66805.2,0.03477633477633478,0.2475029874790178,0.13104772900517578,0.8521453016832083,0.8238684522979033,1.8388275734230515,high,2182.4999999999973,0.15893547509562278,0
M,300.5,310.2,1571,34.6,228,0,0,0,0,0,0,False,True,9.699999999999989,54356.600000000006,0.02202418841502228,0.2475029874790178,0.13104772900517578,0.17973652283904024,0.540369727394694,1.885957260308622,high,2211.5999999999976,0.16219010768092967,0
M,300.4,310.2,1613,36.9,231,0,0,0,0,0,0,False,True,9.800000000000011,59519.7,0.022876627402355857,0.19750945374054144,0.13104772900517578,0.4140015857035507,0.30965297641726985,1.9330869471941927,high,2263.8000000000025,0.15674455214665783,0
M,300.4,310.2,1671,30.5,234,1,1,0,0,0,0,False,True,9.800000000000011,50965.5,0.018252543387193298,0.19750945374054144,0.13104772900517578,0.7375104820402557,0.9516474139196683,1.9802166340797633,high,2293.2000000000025,0.14151890834613712,0
H,300.4,310.2,1431,43.2,0,0,0,0,0,0,0,False,False,9.800000000000011,61819.200000000004,0.030188679245283023,0.19750945374054144,0.13104772900517578,0.6011470200426614,0.3223102979991543,1.6958989429947442,low,0.0,0.18138153846938332,0
M,300.4,310.2,1380,47.3,5,0,0,0,0,0,0,False,True,9.800000000000011,65273.99999999999,0.034275362318840576,0.19750945374054144,0.13104772900517578,0.8856117392352812,0.7335879845241279,1.6173494648521265,low,49.00000000000006,0.17557475339455803,0
L,300.5,310.3,1683,31.5,8,0,0,0,0,0,0,True,False,9.800000000000011,53014.5,0.01871657754010695,0.2475029874790178,0.19844524443678194,0.8044433571444015,0.8513357830599185,1.5702197779665559,low,78.40000000000009,0.15806915908401853,0
L,300.4,310.2,1529,36.2,10,0,0,0,0,0,0,True,False,9.800000000000011,55349.8,0.023675604970569,0.19750945374054144,0.13104772900517578,0.05452854002547026,0.37987111801909423,1.5387999867095088,low,98.00000000000011,0.19325573933079998,0
L,300.5,310.4,1761,26.5,12,0,0,0,0,0,0,True,False,9.899999999999977,46666.5,0.015048268029528676,0.2475029874790178,0.2658427598683498,1.2395070453213497,1.3528939373586675,1.5073801954524617,low,118.79999999999973,0.12104236833156329,0
L,300.6,310.5,1570,38.3,14,0,0,0,0,0,0,True,False,9.899999999999977,60130.99999999999,0.024394904458598723,0.29749652121749415,0.333240275299956,0.17415878324702808,0.16921669321362026,1.4759604041954146,low,138.59999999999968,0.18512532949686478,0
M,300.6,310.5,2156,18.0,16,0,0,0,0,0,0,False,True,9.899999999999977,38808.0,0.008348794063079777,0.29749652121749415,0.333240275299956,3.442714184166151,2.205542799666541,1.4445406129383676,low,158.39999999999964,0.002271028453537327,0
M,300.7,310.6,1349,54.5,19,0,0,0,0,0,0,False,True,9.900000000000034,73520.5,0.04040029651593773,0.3474900549559421,0.40063779073156214,1.058521666587658,1.4558317267143266,1.397410926052797,low,188.10000000000065,0.1361443229209785,0
L,300.7,310.7,1431,39.3,22,0,0,0,0,0,0,True,False,10.0,56238.299999999996,0.027463312368972745,0.3474900549559421,0.46803530616313,0.6011470200426614,0.06890506235387048,1.3502812391672263,low,220.0,0.1881220623020548,0
L,300.6,310.6,1931,22.0,24,0,0,0,0,0,0,True,False,10.0,42482.0,0.011393060590367685,0.29749652121749415,0.40063779073156214,2.1877227759634157,1.8042962762275416,1.3188614479101792,low,240.0,0.07990025257025568,0
H,300.7,310.7,1428,43.4,26,0,0,0,0,0,0,False,False,10.0,61975.2,0.030392156862745098,0.3474900549559421,0.46803530616313,0.6178802388186979,0.3423726241711038,1.2874416566531321,low,260.0,0.20194321238947643,0
L,300.8,310.8,1564,36.2,31,0,0,0,0,0,0,True,False,10.0,56616.8,0.023145780051150897,0.39748358869441847,0.5354328215947362,0.14069234569495515,0.37987111801909423,1.2088921785105144,low,310.0,0.2003249222714915,0
H,300.8,310.9,1425,44.0,33,0,0,0,0,0,0,False,False,10.099999999999966,62700.0,0.030877192982456142,0.39748358869441847,0.6028303370263041,0.6346134575947343,0.40255960268695384,1.1774723872534674,low,333.2999999999989,0.19861597413079896,0
L,300.7,310.8,1597,30.5,38,0,0,0,0,0,0,True,False,10.100000000000023,48708.5,0.019098309329993738,0.3474900549559421,0.5354328215947362,0.3247577522313563,0.9516474139196683,1.0989229091108497,low,383.80000000000086,0.16875907281675628,0
H,300.8,310.8,1618,32.8,40,0,0,0,0,0,0,False,False,10.0,53070.399999999994,0.020271940667490728,0.39748358869441847,0.5354328215947362,0.4418902836636115,0.7209306629422441,1.0675031178538026,low,400.0,0.18521815864593966,0
M,300.8,310.8,1520,38.0,45,0,0,0,0,0,0,False,True,10.0,57760.0,0.025,0.39748358869441847,0.5354328215947362,0.10472819635357965,0.19931018247154492,0.988953639711185,low,450.0,0.20924807478782476,0
L,300.7,310.7,1425,45.3,48,0,0,0,0,0,0,True,False,10.0,64552.49999999999,0.03178947368421053,0.3474900549559421,0.46803530616313,0.6346134575947343,0.5329647228046283,0.9418239528256144,low,480.0,0.19534468658060727,0
L,300.8,310.9,1398,38.2,50,0,0,0,0,0,0,True,False,10.099999999999966,53403.600000000006,0.02732474964234621,0.39748358869441847,0.6028303370263041,0.7852124265790625,0.17924785629959467,0.9104041615685673,low,504.9999999999983,0.17297998643683843,0
M,300.8,310.9,1557,31.6,52,0,0,0,0,0,0,False,True,10.099999999999966,49201.200000000004,0.02029543994861914,0.39748358869441847,0.6028303370263041,0.10164816855087007,0.8413046199739435,0.8789843703115202,low,525.1999999999982,0.17621390598510978,0
L,300.7,310.8,1519,43.9,55,0,0,0,0,0,0,True,False,10.100000000000023,66684.09999999999,0.02890059249506254,0.3474900549559421,0.5354328215947362,0.11030593594559181,0.3925284396009787,0.8318546834259496,low,555.5000000000013,0.19555806929236547,0
L,300.7,310.8,1619,34.9,57,0,0,0,0,0,0,True,False,10.100000000000023,56503.1,0.021556516368128473,0.3474900549559421,0.5354328215947362,0.4474680232556237,0.5102762381367694,0.8004348921689025,low,575.7000000000013,0.19203654768081957,0
L,300.7,310.8,1814,21.4,59,0,0,0,0,0,0,True,False,10.100000000000023,38819.6,0.011797133406835721,0.3474900549559421,0.5354328215947362,1.5351272436979937,1.8644832547433916,0.7690151009118555,low,595.9000000000013,0.07932181582941378,0
L,300.7,310.9,1521,39.4,61,0,0,0,0,0,0,True,False,10.199999999999989,59927.4,0.025904010519395133,0.3474900549559421,0.6028303370263041,0.0991504567615675,0.05887389926789535,0.7375953096548085,med,622.1999999999994,0.2059117484469648,0
M,300.7,310.9,1369,51.2,63,0,0,0,0,0,0,False,True,10.199999999999989,70092.8,0.03739956172388605,0.3474900549559421,0.6028303370263041,0.946966874747415,1.1248033448771526,0.7061755183977614,med,642.5999999999992,0.15603268029841733,0
L,300.7,310.9,1356,65.3,66,1,0,0,1,0,0,True,False,10.199999999999989,88546.8,0.04815634218289085,0.3474900549559421,0.6028303370263041,1.019477489443573,2.539197339999624,0.6590458315121908,med,673.1999999999992,0.02900976687761958,0
L,300.7,311.0,1336,53.3,68,0,0,0,0,0,0,True,False,10.300000000000011,71208.8,0.03989520958083832,0.3474900549559421,0.6702278524579102,1.131032281283816,1.3354577696826266,0.6276260402551437,med,700.4000000000008,0.13762124311150492,0
L,300.7,311.0,1403,48.3,70,0,0,0,0,0,0,True,False,10.300000000000011,67764.9,0.034426229508196717,0.3474900549559421,0.6702278524579102,0.7573237286190018,0.8338996153838777,0.5962062489980966,med,721.0000000000008,0.18432623289379363,0
M,300.7,311.0,1413,44.3,72,0,0,0,0,0,0,False,True,10.300000000000011,62595.899999999994,0.031351733899504595,0.3474900549559421,0.6702278524579102,0.7015463326988802,0.4326530919448785,0.5647864577410495,med,741.6000000000008,0.2009646964926045,0
L,300.6,310.9,1472,47.6,75,0,0,0,0,0,0,True,False,10.299999999999955,70067.2,0.03233695652173913,0.29749652121749415,0.6028303370263041,0.37245969677016305,0.7636814737820532,0.5176567708554789,med,772.4999999999966,0.1863372873903179,0
M,300.7,310.8,1452,47.9,77,0,0,0,0,0,0,False,True,10.100000000000023,69550.8,0.03298898071625344,0.3474900549559421,0.5354328215947362,0.4840144886104062,0.7937749630399779,0.4862369795984319,med,777.7000000000018,0.1891456047226851,0
L,300.6,310.7,1397,53.7,80,0,0,0,0,0,0,True,False,10.099999999999966,75018.90000000001,0.03843951324266285,0.29749652121749415,0.46803530616313,0.7907901661710747,1.3755824220265271,0.43910729271286125,med,807.9999999999973,0.15525572482918604,0
L,300.6,310.7,1455,40.6,82,0,0,0,0,0,0,True,False,10.099999999999966,59073.0,0.027903780068728522,0.29749652121749415,0.46803530616313,0.4672812698343697,0.06150005776380468,0.40768750145581417,med,828.1999999999972,0.20873710062605644,0
L,300.7,310.8,1754,27.7,84,0,0,0,0,0,0,True,False,10.100000000000023,48585.799999999996,0.015792474344355757,0.3474900549559421,0.5354328215947362,1.2004628681772644,1.2325199803269677,0.3762677101987671,med,848.4000000000019,0.15650493678308525,0
L,300.6,310.9,1471,37.9,86,0,0,0,0,0,0,True,False,10.299999999999955,55750.9,0.02576478585995921,0.29749652121749415,0.6028303370263041,0.37803743636217524,0.20934134555752004,0.34484791894172,med,885.7999999999961,0.1990592447483172,0
M,300.6,310.8,1389,48.1,88,0,0,0,0,0,0,False,True,10.199999999999989,66810.90000000001,0.03462922966162707,0.29749652121749415,0.5354328215947362,0.835412082907172,0.8138372892119281,0.313428127684673,med,897.599999999999,0.19215071588477173,0
M,300.6,310.9,1702,30.3,91,0,0,0,0,0,0,False,True,10.299999999999955,51570.6,0.017802585193889543,0.29749652121749415,0.6028303370263041,0.9104204093926325,0.9717097400916183,0.26629844079910236,med,937.2999999999959,0.17169804112955378,0
M,300.6,311.0,1401,54.6,94,0,0,0,0,0,0,False,True,10.399999999999977,76494.6,0.03897216274089936,0.29749652121749415,0.6702278524579102,0.768479207803026,1.4658628898003017,0.21916875391353174,med,977.5999999999979,0.13842488577892725,0
L,300.7,311.1,1426,46.2,97,0,0,0,0,0,0,True,False,10.400000000000034,65881.2,0.032398316970546986,0.3474900549559421,0.7376253678895164,0.6290357180027222,0.6232451905784037,0.17203906702796112,med,1008.8000000000034,0.1922862593780834,0
L,300.7,311.0,1496,38.3,99,0,0,0,0,0,0,True,False,10.300000000000011,57296.799999999996,0.025601604278074865,0.3474900549559421,0.6702278524579102,0.23859394656187136,0.16921669321362026,0.14061927577091407,med,1019.7000000000012,0.20568740199559749,0
L,300.6,310.9,1433,42.6,101,0,0,0,0,0,0,True,False,10.299999999999955,61045.8,0.02972784368457781,0.29749652121749415,0.6028303370263041,0.5899915408586371,0.26212331948330425,0.10919948451386699,med,1040.2999999999954,0.20261243990161248,0
M,300.7,311.1,1438,46.6,103,0,0,0,0,0,0,False,True,10.400000000000034,67010.8,0.03240611961057024,0.3474900549559421,0.7376253678895164,0.5621028428985764,0.6633698429223034,0.07777969325681992,med,1071.2000000000035,0.19377101013819847,0
M,300.7,311.0,1418,49.3,106,0,0,0,0,0,0,False,True,10.300000000000011,69907.4,0.0347672778561354,0.3474900549559421,0.6702278524579102,0.6736576347388195,0.9342112462436274,0.030650006371249313,med,1091.800000000001,0.1822012887690605,0
M,300.8,311.0,1580,36.6,109,0,0,0,0,0,0,False,True,10.199999999999989,57828.0,0.023164556962025316,0.39748358869441847,0.6702278524579102,0.22993617916714962,0.3397464656751945,0.016479680514321294,med,1111.7999999999988,0.19713675948320492,0
M,300.7,310.9,1468,41.8,112,0,0,0,0,0,0,False,True,10.199999999999989,61362.399999999994,0.02847411444141689,0.3474900549559421,0.6028303370263041,0.3947706551382117,0.181874014795504,0.0636093673998919,med,1142.3999999999987,0.20721200212196667,0
M,300.8,310.9,1522,41.7,115,0,0,0,0,0,0,False,True,10.099999999999966,63467.4,0.02739816031537451,0.39748358869441847,0.6028303370263041,0.09357271716955534,0.1718428517095296,0.1107390542854625,med,1161.4999999999961,0.2104421748025478,0
L,300.8,310.9,1311,55.8,118,0,0,0,0,0,0,True,False,10.099999999999966,73153.8,0.042562929061784896,0.39748358869441847,0.6028303370263041,1.27047577108412,1.5862368468320012,0.1578687411710331,med,1191.799999999996,0.12914703057748428,0
L,300.9,311.0,1316,56.5,120,0,0,0,0,0,0,True,False,10.100000000000023,74354.0,0.04293313069908815,0.4474771224328664,0.6702278524579102,1.2425870731240591,1.6564549884338262,0.1892885324280802,med,1212.0000000000027,0.1258039520816704,0
H,300.9,311.0,1853,23.6,122,0,0,0,0,0,0,False,False,10.100000000000023,43730.8,0.012736103615758231,0.4474771224328664,0.6702278524579102,1.7526590877864678,1.6437976668519418,0.22070832368512724,med,1232.2000000000028,0.11786287133146611,0
M,300.9,311.0,1556,38.8,127,0,0,0,0,0,0,False,True,10.100000000000023,60372.799999999996,0.024935732647814908,0.4474771224328664,0.6702278524579102,0.09607042895885791,0.11906087778374537,0.2992578018277449,med,1282.700000000003,0.20549350217667595,0
M,300.9,311.0,1567,34.3,130,0,0,0,0,0,0,False,True,10.100000000000023,53748.1,0.02188895979578813,0.4474771224328664,0.6702278524579102,0.15742556447099162,0.5704632166526195,0.34638748871331554,med,1313.000000000003,0.1969883771685011,0
M,300.9,311.1,1546,37.7,133,0,0,0,0,0,0,False,True,10.200000000000045,58284.200000000004,0.02438551099611902,0.4474771224328664,0.7376253678895164,0.04029303303873637,0.22940367172946957,0.39351717559888616,med,1356.600000000006,0.20110146341416396,0
L,300.9,311.0,1382,51.2,136,0,0,0,0,0,0,True,False,10.100000000000023,70758.40000000001,0.03704775687409551,0.4474771224328664,0.6702278524579102,0.874456260051257,1.1248033448771526,0.4406468624844568,med,1373.600000000003,0.16895031338818034,0
L,300.9,311.0,2003,20.2,138,0,0,0,0,0,0,True,False,10.100000000000023,40460.6,0.010084872690963554,0.4474771224328664,0.6702278524579102,2.589320026588291,1.9848572117750913,0.4720666537415038,med,1393.8000000000031,0.05795818311264789,0
L,300.8,310.9,1748,29.9,140,0,0,0,0,0,0,True,False,10.099999999999966,52265.2,0.017105263157894735,0.39748358869441847,0.6028303370263041,1.1669964306251916,1.0118343924355184,0.5034864449985509,med,1413.9999999999952,0.1576175553626183,0
H,300.7,310.8,1518,40.1,142,0,0,0,0,0,0,False,False,10.100000000000023,60871.8,0.026416337285902505,0.3474900549559421,0.5354328215947362,0.11588367553760397,0.011344242333929786,0.534906236255598,high,1434.2000000000032,0.21065570305247383,0
L,300.7,310.8,1475,42.0,147,0,0,0,0,0,0,True,False,10.100000000000023,61950.0,0.02847457627118644,0.3474900549559421,0.5354328215947362,0.3557264779941266,0.20193634096745425,0.6134557143982157,high,1484.7000000000035,0.21119237357165438,0
L,300.8,310.8,1634,29.2,149,0,0,0,0,0,0,True,False,10.0,47712.799999999996,0.017870257037943697,0.39748358869441847,0.5354328215947362,0.5311341171358059,1.0820525340373432,0.6448755056552627,high,1490.0,0.17881881434599478,0
L,300.8,310.8,1689,32.9,151,0,0,0,0,0,0,True,False,10.0,55568.1,0.019478981645944346,0.39748358869441847,0.5354328215947362,0.8379097946964745,0.710899499856269,0.6762952969123098,high,1510.0,0.1784971234123246,0
M,300.9,310.9,1636,35.3,153,0,0,0,0,0,0,False,True,10.0,57750.799999999996,0.021577017114914422,0.4474771224328664,0.6028303370263041,0.5422895963198303,0.47015158579286964,0.7077150881693569,high,1530.0,0.19715667884495192,0
L,300.9,311.0,2235,15.8,156,0,0,0,0,0,0,True,False,10.100000000000023,35313.0,0.007069351230425056,0.4474771224328664,0.6702278524579102,3.883355611935111,2.42622838755799,0.7548447750549274,high,1575.6000000000035,-0.021683127267183133,1
L,301.0,311.1,1615,35.6,158,0,0,0,0,0,0,True,False,10.100000000000023,57494.0,0.022043343653250776,0.49747065617134273,0.7376253678895164,0.42515706488757504,0.44005809653494427,0.7862645663119745,high,1595.8000000000036,0.19417511527579823,0
H,301.1,311.1,1618,29.5,160,0,0,0,0,0,0,False,False,10.0,47731.0,0.01823238566131026,0.5474641899098192,0.7376253678895164,0.4418902836636115,1.051959044779418,0.8176843575690216,high,1600.0,0.16729969495350416,0
